store_id,sku,units_on_hand,units_in_transit,snapshot_date
S007,SKU0196,248,36,2026-08-29
S007,SKU0197,487,6,2026-08-29
S007,SKU0198,248,61,2026-08-29
S007,SKU0199,292,34,2026-08-29
S007,SKU0200,127,29,2026-08-29
S008,SKU0001,425,22,2026-08-29
S008,SKU0002,390,41,2026-08-29
S008,SKU0003,223,23,2026-08-29
S008,SKU0004,107,94,2026-08-29
S008,SKU0005,352,65,2026-08-29
S008,SKU0006,342,75,2026-08-29
S008,SKU0007,304,37,2026-08-29
S008,SKU0008,298,72,2026-08-29
S008,SKU0009,466,14,2026-08-29
S008,SKU0010,312,57,2026-08-29
S008,SKU0011,413,1,2026-08-29
S008,SKU0012,34,91,2026-08-29
S008,SKU0013,421,33,2026-08-29
S008,SKU0014,84,55,2026-08-29
S008,SKU0015,434,84,2026-08-29
S008,SKU0016,71,3,2026-08-29
S008,SKU0017,109,59,2026-08-29
S008,SKU0018,26,65,2026-08-29
S008,SKU0019,235,69,2026-08-29
S008,SKU0020,432,21,2026-08-29
S008,SKU0021,54,11,2026-08-29
S008,SKU0022,210,7,2026-08-29
S008,SKU0023,430,20,2026-08-29
S008,SKU0024,338,85,2026-08-29
S008,SKU0025,337,3,2026-08-29
S008,SKU0026,322,84,2026-08-29
S008,SKU0027,321,33,2026-08-29
S008,SKU0028,48,69,2026-08-29
S008,SKU0029,483,10,2026-08-29
S008,SKU0030,120,47,2026-08-29
S008,SKU0031,350,89,2026-08-29
S008,SKU0032,384,78,2026-08-29
S008,SKU0033,292,65,2026-08-29
S008,SKU0034,304,64,2026-08-29
S008,SKU0035,453,99,2026-08-29
S008,SKU0036,299,57,2026-08-29
S008,SKU0037,461,18,2026-08-29
S008,SKU0038,459,14,2026-08-29
S008,SKU0039,42,56,2026-08-29
S008,SKU0040,492,2,2026-08-29
S008,SKU0041,374,68,2026-08-29
S008,SKU0042,257,80,2026-08-29
S008,SKU0043,300,37,2026-08-29
S008,SKU0044,475,84,2026-08-29
S008,SKU0045,260,3,2026-08-29
S008,SKU0046,417,9,2026-08-29
S008,SKU0047,496,69,2026-08-29
S008,SKU0048,475,51,2026-08-29
S008,SKU0049,457,33,2026-08-29
S008,SKU0050,155,68,2026-08-29
S008,SKU0051,70,20,2026-08-29
S008,SKU0052,388,15,2026-08-29
S008,SKU0053,231,45,2026-08-29
S008,SKU0054,267,65,2026-08-29
S008,SKU0055,377,29,2026-08-29
S008,SKU0056,292,56,2026-08-29
S008,SKU0057,497,64,2026-08-29
S008,SKU0058,191,56,2026-08-29
S008,SKU0059,477,1,2026-08-29
S008,SKU0060,276,22,2026-08-29
S008,SKU0061,31,3,2026-08-29
S008,SKU0062,132,69,2026-08-29
S008,SKU0063,23,53,2026-08-29
S008,SKU0064,242,40,2026-08-29
S008,SKU0065,242,85,2026-08-29
S008,SKU0066,47,23,2026-08-29
S008,SKU0067,431,24,2026-08-29
S008,SKU0068,194,72,2026-08-29
S008,SKU0069,43,38,2026-08-29
S008,SKU0070,304,51,2026-08-29
S008,SKU0071,46,97,2026-08-29
S008,SKU0072,331,85,2026-08-29
S008,SKU0073,43,20,2026-08-29
S008,SKU0074,261,63,2026-08-29
S008,SKU0075,345,75,2026-08-29
S008,SKU0076,138,21,2026-08-29
S008,SKU0077,307,85,2026-08-29
S008,SKU0078,216,71,2026-08-29
S008,SKU0079,462,64,2026-08-29
S008,SKU0080,77,59,2026-08-29
S008,SKU0081,371,96,2026-08-29
S008,SKU0082,200,74,2026-08-29
S008,SKU0083,482,85,2026-08-29
S008,SKU0084,476,61,2026-08-29
S008,SKU0085,340,81,2026-08-29
S008,SKU0086,25,34,2026-08-29
S008,SKU0087,22,75,2026-08-29
S008,SKU0088,181,29,2026-08-29
S008,SKU0089,365,15,2026-08-29
S008,SKU0090,132,11,2026-08-29
S008,SKU0091,404,74,2026-08-29
S008,SKU0092,216,14,2026-08-29
S008,SKU0093,181,54,2026-08-29
S008,SKU0094,22,63,2026-08-29
S008,SKU0095,460,70,2026-08-29
S008,SKU0096,328,31,2026-08-29
S008,SKU0097,90,62,2026-08-29
S008,SKU0098,145,86,2026-08-29
S008,SKU0099,457,88,2026-08-29
S008,SKU0100,283,71,2026-08-29
S008,SKU0101,114,42,2026-08-29
S008,SKU0102,370,48,2026-08-29
S008,SKU0103,181,13,2026-08-29
S008,SKU0104,398,58,2026-08-29
S008,SKU0105,297,84,2026-08-29
S008,SKU0106,343,82,2026-08-29
S008,SKU0107,203,23,2026-08-29
S008,SKU0108,149,81,2026-08-29
S008,SKU0109,23,77,2026-08-29
S008,SKU0110,474,53,2026-08-29
S008,SKU0111,359,81,2026-08-29
S008,SKU0112,144,78,2026-08-29
S008,SKU0113,192,49,2026-08-29
S008,SKU0114,279,31,2026-08-29
S008,SKU0115,368,33,2026-08-29
S008,SKU0116,479,78,2026-08-29
S008,SKU0117,219,3,2026-08-29
S008,SKU0118,136,57,2026-08-29
S008,SKU0119,261,39,2026-08-29
S008,SKU0120,77,8,2026-08-29
S008,SKU0121,227,1,2026-08-29
S008,SKU0122,78,71,2026-08-29
S008,SKU0123,173,13,2026-08-29
S008,SKU0124,197,18,2026-08-29
S008,SKU0125,81,45,2026-08-29
S008,SKU0126,296,97,2026-08-29
S008,SKU0127,124,80,2026-08-29
S008,SKU0128,208,35,2026-08-29
S008,SKU0129,277,69,2026-08-29
S008,SKU0130,64,0,2026-08-29
S008,SKU0131,257,73,2026-08-29
S008,SKU0132,491,99,2026-08-29
S008,SKU0133,113,34,2026-08-29
S008,SKU0134,273,51,2026-08-29
S008,SKU0135,272,89,2026-08-29
S008,SKU0136,256,29,2026-08-29
S008,SKU0137,314,5,2026-08-29
S008,SKU0138,450,55,2026-08-29
S008,SKU0139,70,33,2026-08-29
S008,SKU0140,202,61,2026-08-29
S008,SKU0141,77,96,2026-08-29
S008,SKU0142,269,56,2026-08-29
S008,SKU0143,308,73,2026-08-29
S008,SKU0144,34,54,2026-08-29
S008,SKU0145,11,79,2026-08-29
S008,SKU0146,426,8,2026-08-29
S008,SKU0147,45,38,2026-08-29
S008,SKU0148,37,27,2026-08-29
S008,SKU0149,424,14,2026-08-29
S008,SKU0150,300,96,2026-08-29
S008,SKU0151,371,31,2026-08-29
S008,SKU0152,183,84,2026-08-29
S008,SKU0153,386,76,2026-08-29
S008,SKU0154,327,20,2026-08-29
S008,SKU0155,420,26,2026-08-29
S008,SKU0156,365,52,2026-08-29
S008,SKU0157,55,29,2026-08-29
S008,SKU0158,109,60,2026-08-29
S008,SKU0159,368,52,2026-08-29
S008,SKU0160,457,0,2026-08-29
S008,SKU0161,174,23,2026-08-29
S008,SKU0162,127,5,2026-08-29
S008,SKU0163,470,32,2026-08-29
S008,SKU0164,164,71,2026-08-29
S008,SKU0165,261,12,2026-08-29
S008,SKU0166,205,42,2026-08-29
S008,SKU0167,399,89,2026-08-29
S008,SKU0168,11,21,2026-08-29
S008,SKU0169,184,35,2026-08-29
S008,SKU0170,384,38,2026-08-29
S008,SKU0171,253,18,2026-08-29
S008,SKU0172,134,15,2026-08-29
S008,SKU0173,315,12,2026-08-29
S008,SKU0174,219,40,2026-08-29
S008,SKU0175,332,4,2026-08-29
S008,SKU0176,446,24,2026-08-29
S008,SKU0177,356,37,2026-08-29
S008,SKU0178,140,3,2026-08-29
S008,SKU0179,403,72,2026-08-29
S008,SKU0180,213,51,2026-08-29
S008,SKU0181,432,8,2026-08-29
S008,SKU0182,240,96,2026-08-29
S008,SKU0183,379,61,2026-08-29
S008,SKU0184,459,95,2026-08-29
S008,SKU0185,33,98,2026-08-29
S008,SKU0186,264,16,2026-08-29
S008,SKU0187,358,33,2026-08-29
S008,SKU0188,304,68,2026-08-29
S008,SKU0189,293,96,2026-08-29
S008,SKU0190,279,80,2026-08-29
S008,SKU0191,21,69,2026-08-29
S008,SKU0192,277,93,2026-08-29
S008,SKU0193,1,51,2026-08-29
S008,SKU0194,236,70,2026-08-29
S008,SKU0195,74,12,2026-08-29
S008,SKU0196,139,10,2026-08-29
S008,SKU0197,226,34,2026-08-29
S008,SKU0198,211,66,2026-08-29
S008,SKU0199,434,13,2026-08-29
S008,SKU0200,403,28,2026-08-29
S009,SKU0001,429,41,2026-08-29
S009,SKU0002,318,23,2026-08-29
S009,SKU0003,470,50,2026-08-29
S009,SKU0004,320,48,2026-08-29
S009,SKU0005,484,33,2026-08-29
S009,SKU0006,279,54,2026-08-29
S009,SKU0007,315,84,2026-08-29
S009,SKU0008,275,79,2026-08-29
S009,SKU0009,412,31,2026-08-29
S009,SKU0010,357,74,2026-08-29
S009,SKU0011,202,89,2026-08-29
S009,SKU0012,316,70,2026-08-29
S009,SKU0013,225,39,2026-08-29
S009,SKU0014,476,64,2026-08-29
S009,SKU0015,195,72,2026-08-29
S009,SKU0016,159,88,2026-08-29
S009,SKU0017,456,11,2026-08-29
S009,SKU0018,167,43,2026-08-29
S009,SKU0019,301,33,2026-08-29
S009,SKU0020,160,84,2026-08-29
S009,SKU0021,25,14,2026-08-29
S009,SKU0022,63,78,2026-08-29
S009,SKU0023,69,92,2026-08-29
S009,SKU0024,306,86,2026-08-29
S009,SKU0025,92,7,2026-08-29
S009,SKU0026,432,87,2026-08-29
S009,SKU0027,399,61,2026-08-29
S009,SKU0028,184,31,2026-08-29
S009,SKU0029,356,48,2026-08-29
S009,SKU0030,455,88,2026-08-29
S009,SKU0031,22,44,2026-08-29
S009,SKU0032,58,9,2026-08-29
S009,SKU0033,242,10,2026-08-29
S009,SKU0034,216,87,2026-08-29
S009,SKU0035,372,7,2026-08-29
S009,SKU0036,116,76,2026-08-29
S009,SKU0037,275,96,2026-08-29
S009,SKU0038,394,71,2026-08-29
S009,SKU0039,413,50,2026-08-29
S009,SKU0040,106,53,2026-08-29
S009,SKU0041,160,31,2026-08-29
S009,SKU0042,210,90,2026-08-29
S009,SKU0043,331,16,2026-08-29
S009,SKU0044,51,65,2026-08-29
S009,SKU0045,296,33,2026-08-29
S009,SKU0046,167,47,2026-08-29
S009,SKU0047,306,7,2026-08-29
S009,SKU0048,194,62,2026-08-29
S009,SKU0049,3,6,2026-08-29
S009,SKU0050,12,76,2026-08-29
S009,SKU0051,335,83,2026-08-29
S009,SKU0052,293,38,2026-08-29
S009,SKU0053,413,17,2026-08-29
S009,SKU0054,152,67,2026-08-29
S009,SKU0055,497,74,2026-08-29
S009,SKU0056,128,22,2026-08-29
S009,SKU0057,24,37,2026-08-29
S009,SKU0058,471,48,2026-08-29
S009,SKU0059,192,87,2026-08-29
S009,SKU0060,442,35,2026-08-29
S009,SKU0061,402,94,2026-08-29
S009,SKU0062,441,71,2026-08-29
S009,SKU0063,314,55,2026-08-29
S009,SKU0064,220,63,2026-08-29
S009,SKU0065,210,6,2026-08-29
S009,SKU0066,167,55,2026-08-29
S009,SKU0067,134,20,2026-08-29
S009,SKU0068,7,39,2026-08-29
S009,SKU0069,161,54,2026-08-29
S009,SKU0070,442,46,2026-08-29
S009,SKU0071,250,96,2026-08-29
S009,SKU0072,226,43,2026-08-29
S009,SKU0073,275,3,2026-08-29
S009,SKU0074,292,57,2026-08-29
S009,SKU0075,400,39,2026-08-29
S009,SKU0076,393,40,2026-08-29
S009,SKU0077,493,28,2026-08-29
S009,SKU0078,98,100,2026-08-29
S009,SKU0079,259,77,2026-08-29
S009,SKU0080,14,54,2026-08-29
S009,SKU0081,66,31,2026-08-29
S009,SKU0082,438,100,2026-08-29
S009,SKU0083,189,33,2026-08-29
S009,SKU0084,409,51,2026-08-29
S009,SKU0085,448,48,2026-08-29
S009,SKU0086,401,16,2026-08-29
S009,SKU0087,437,81,2026-08-29
S009,SKU0088,94,98,2026-08-29
S009,SKU0089,214,43,2026-08-29
S009,SKU0090,358,37,2026-08-29
S009,SKU0091,27,13,2026-08-29
S009,SKU0092,203,80,2026-08-29
S009,SKU0093,171,77,2026-08-29
S009,SKU0094,311,44,2026-08-29
S009,SKU0095,117,6,2026-08-29
S009,SKU0096,4,88,2026-08-29
S009,SKU0097,477,86,2026-08-29
S009,SKU0098,217,20,2026-08-29
S009,SKU0099,438,23,2026-08-29
S009,SKU0100,60,22,2026-08-29
S009,SKU0101,77,37,2026-08-29
S009,SKU0102,92,97,2026-08-29
S009,SKU0103,408,57,2026-08-29
S009,SKU0104,219,61,2026-08-29
S009,SKU0105,355,84,2026-08-29
S009,SKU0106,242,39,2026-08-29
S009,SKU0107,205,17,2026-08-29
S009,SKU0108,391,40,2026-08-29
S009,SKU0109,313,8,2026-08-29
S009,SKU0110,199,3,2026-08-29
S009,SKU0111,53,10,2026-08-29
S009,SKU0112,90,35,2026-08-29
S009,SKU0113,363,12,2026-08-29
S009,SKU0114,47,47,2026-08-29
S009,SKU0115,466,64,2026-08-29
S009,SKU0116,417,32,2026-08-29
S009,SKU0117,273,66,2026-08-29
S009,SKU0118,327,49,2026-08-29
S009,SKU0119,30,0,2026-08-29
S009,SKU0120,389,68,2026-08-29
S009,SKU0121,7,13,2026-08-29
S009,SKU0122,242,75,2026-08-29
S009,SKU0123,264,50,2026-08-29
S009,SKU0124,246,91,2026-08-29
S009,SKU0125,253,71,2026-08-29
S009,SKU0126,65,25,2026-08-29
S009,SKU0127,447,10,2026-08-29
S009,SKU0128,88,73,2026-08-29
S009,SKU0129,304,45,2026-08-29
S009,SKU0130,227,100,2026-08-29
S009,SKU0131,459,1,2026-08-29
S009,SKU0132,476,34,2026-08-29
S009,SKU0133,228,17,2026-08-29
S009,SKU0134,367,52,2026-08-29
S009,SKU0135,405,33,2026-08-29
S009,SKU0136,436,21,2026-08-29
S009,SKU0137,326,54,2026-08-29
S009,SKU0138,38,18,2026-08-29
S009,SKU0139,373,14,2026-08-29
S009,SKU0140,470,21,2026-08-29
S009,SKU0141,27,26,2026-08-29
S009,SKU0142,270,32,2026-08-29
S009,SKU0143,117,94,2026-08-29
S009,SKU0144,388,61,2026-08-29
S009,SKU0145,175,29,2026-08-29
S009,SKU0146,220,44,2026-08-29
S009,SKU0147,356,75,2026-08-29
S009,SKU0148,373,49,2026-08-29
S009,SKU0149,443,96,2026-08-29
S009,SKU0150,272,6,2026-08-29
S009,SKU0151,236,70,2026-08-29
S009,SKU0152,179,81,2026-08-29
S009,SKU0153,86,47,2026-08-29
S009,SKU0154,135,65,2026-08-29
S009,SKU0155,89,39,2026-08-29
S009,SKU0156,65,15,2026-08-29
S009,SKU0157,343,71,2026-08-29
S009,SKU0158,355,96,2026-08-29
S009,SKU0159,119,64,2026-08-29
S009,SKU0160,166,32,2026-08-29
S009,SKU0161,185,96,2026-08-29
S009,SKU0162,486,34,2026-08-29
S009,SKU0163,24,4,2026-08-29
S009,SKU0164,346,54,2026-08-29
S009,SKU0165,130,39,2026-08-29
S009,SKU0166,334,47,2026-08-29
S009,SKU0167,146,83,2026-08-29
S009,SKU0168,239,43,2026-08-29
S009,SKU0169,378,18,2026-08-29
S009,SKU0170,445,25,2026-08-29
S009,SKU0171,432,9,2026-08-29
S009,SKU0172,57,17,2026-08-29
S009,SKU0173,483,24,2026-08-29
S009,SKU0174,78,91,2026-08-29
S009,SKU0175,229,36,2026-08-29
S009,SKU0176,394,68,2026-08-29
S009,SKU0177,314,97,2026-08-29
S009,SKU0178,377,93,2026-08-29
S009,SKU0179,500,62,2026-08-29
S009,SKU0180,349,79,2026-08-29
S009,SKU0181,375,10,2026-08-29
S009,SKU0182,230,56,2026-08-29
S009,SKU0183,461,99,2026-08-29
S009,SKU0184,203,97,2026-08-29
S009,SKU0185,105,31,2026-08-29
S009,SKU0186,340,37,2026-08-29
S009,SKU0187,330,82,2026-08-29
S009,SKU0188,347,95,2026-08-29
S009,SKU0189,85,62,2026-08-29
S009,SKU0190,86,3,2026-08-29
S009,SKU0191,98,71,2026-08-29
S009,SKU0192,275,48,2026-08-29
S009,SKU0193,350,21,2026-08-29
S009,SKU0194,419,9,2026-08-29
S009,SKU0195,459,60,2026-08-29
S009,SKU0196,181,91,2026-08-29
S009,SKU0197,6,83,2026-08-29
S009,SKU0198,277,7,2026-08-29
S009,SKU0199,410,8,2026-08-29
S009,SKU0200,310,100,2026-08-29
S010,SKU0001,198,31,2026-08-29
S010,SKU0002,423,5,2026-08-29
S010,SKU0003,130,42,2026-08-29
S010,SKU0004,365,81,2026-08-29
S010,SKU0005,99,4,2026-08-29
S010,SKU0006,197,77,2026-08-29
S010,SKU0007,405,29,2026-08-29
S010,SKU0008,166,92,2026-08-29
S010,SKU0009,279,64,2026-08-29
S010,SKU0010,424,18,2026-08-29
S010,SKU0011,136,79,2026-08-29
S010,SKU0012,457,29,2026-08-29
S010,SKU0013,169,29,2026-08-29
S010,SKU0014,451,39,2026-08-29
S010,SKU0015,6,4,2026-08-29
S010,SKU0016,439,89,2026-08-29
S010,SKU0017,403,81,2026-08-29
S010,SKU0018,379,13,2026-08-29
S010,SKU0019,263,8,2026-08-29
S010,SKU0020,366,50,2026-08-29
S010,SKU0021,225,60,2026-08-29
S010,SKU0022,258,36,2026-08-29
S010,SKU0023,263,8,2026-08-29
S010,SKU0024,431,54,2026-08-29
S010,SKU0025,176,22,2026-08-29
S010,SKU0026,142,32,2026-08-29
S010,SKU0027,130,85,2026-08-29
S010,SKU0028,489,46,2026-08-29
S010,SKU0029,133,33,2026-08-29
S010,SKU0030,218,6,2026-08-29
S010,SKU0031,422,68,2026-08-29
S010,SKU0032,107,68,2026-08-29
S010,SKU0033,450,46,2026-08-29
S010,SKU0034,352,8,2026-08-29
S010,SKU0035,243,77,2026-08-29
S010,SKU0036,317,27,2026-08-29
S010,SKU0037,230,90,2026-08-29
S010,SKU0038,401,70,2026-08-29
S010,SKU0039,54,1,2026-08-29
S010,SKU0040,328,87,2026-08-29
S010,SKU0041,333,96,2026-08-29
S010,SKU0042,466,92,2026-08-29
S010,SKU0043,342,41,2026-08-29
S010,SKU0044,123,82,2026-08-29
S010,SKU0045,305,15,2026-08-29
S010,SKU0046,75,68,2026-08-29
S010,SKU0047,233,64,2026-08-29
S010,SKU0048,262,84,2026-08-29
S010,SKU0049,130,68,2026-08-29
S010,SKU0050,376,49,2026-08-29
S010,SKU0051,411,79,2026-08-29
S010,SKU0052,290,74,2026-08-29
S010,SKU0053,217,75,2026-08-29
S010,SKU0054,270,65,2026-08-29
S010,SKU0055,397,19,2026-08-29
S010,SKU0056,453,97,2026-08-29
S010,SKU0057,353,76,2026-08-29
S010,SKU0058,31,39,2026-08-29
S010,SKU0059,161,61,2026-08-29
S010,SKU0060,296,89,2026-08-29
S010,SKU0061,68,61,2026-08-29
S010,SKU0062,53,35,2026-08-29
S010,SKU0063,429,57,2026-08-29
S010,SKU0064,348,17,2026-08-29
S010,SKU0065,129,48,2026-08-29
S010,SKU0066,119,4,2026-08-29
S010,SKU0067,414,11,2026-08-29
S010,SKU0068,441,93,2026-08-29
S010,SKU0069,306,69,2026-08-29
S010,SKU0070,382,48,2026-08-29
S010,SKU0071,363,32,2026-08-29
S010,SKU0072,89,34,2026-08-29
S010,SKU0073,67,26,2026-08-29
S010,SKU0074,425,71,2026-08-29
S010,SKU0075,332,28,2026-08-29
S010,SKU0076,303,57,2026-08-29
S010,SKU0077,83,66,2026-08-29
S010,SKU0078,120,30,2026-08-29
S010,SKU0079,290,13,2026-08-29
S010,SKU0080,77,14,2026-08-29
S010,SKU0081,330,84,2026-08-29
S010,SKU0082,281,63,2026-08-29
S010,SKU0083,15,50,2026-08-29
S010,SKU0084,471,20,2026-08-29
S010,SKU0085,483,72,2026-08-29
S010,SKU0086,107,22,2026-08-29
S010,SKU0087,264,65,2026-08-29
S010,SKU0088,473,6,2026-08-29
S010,SKU0089,364,73,2026-08-29
S010,SKU0090,285,27,2026-08-29
S010,SKU0091,85,18,2026-08-29
S010,SKU0092,62,5,2026-08-29
S010,SKU0093,417,14,2026-08-29
S010,SKU0094,7,23,2026-08-29
S010,SKU0095,117,22,2026-08-29
S010,SKU0096,455,0,2026-08-29
S010,SKU0097,8,8,2026-08-29
S010,SKU0098,354,66,2026-08-29
S010,SKU0099,197,59,2026-08-29
S010,SKU0100,222,48,2026-08-29
S010,SKU0101,58,5,2026-08-29
S010,SKU0102,465,3,2026-08-29
S010,SKU0103,260,80,2026-08-29
S010,SKU0104,305,85,2026-08-29
S010,SKU0105,444,71,2026-08-29
S010,SKU0106,470,86,2026-08-29
S010,SKU0107,246,91,2026-08-29
S010,SKU0108,197,15,2026-08-29
S010,SKU0109,5,70,2026-08-29
S010,SKU0110,42,37,2026-08-29
S010,SKU0111,96,47,2026-08-29
S010,SKU0112,196,11,2026-08-29
S010,SKU0113,147,7,2026-08-29
S010,SKU0114,469,92,2026-08-29
S010,SKU0115,120,70,2026-08-29
S010,SKU0116,148,40,2026-08-29
S010,SKU0117,332,31,2026-08-29
S010,SKU0118,328,10,2026-08-29
S010,SKU0119,301,65,2026-08-29
S010,SKU0120,386,6,2026-08-29
S010,SKU0121,402,61,2026-08-29
S010,SKU0122,141,53,2026-08-29
S010,SKU0123,400,96,2026-08-29
S010,SKU0124,392,70,2026-08-29
S010,SKU0125,328,17,2026-08-29
S010,SKU0126,99,40,2026-08-29
S010,SKU0127,158,52,2026-08-29
S010,SKU0128,443,75,2026-08-29
S010,SKU0129,161,86,2026-08-29
S010,SKU0130,404,12,2026-08-29
S010,SKU0131,17,0,2026-08-29
S010,SKU0132,101,93,2026-08-29
S010,SKU0133,395,2,2026-08-29
S010,SKU0134,234,96,2026-08-29
S010,SKU0135,206,23,2026-08-29
S010,SKU0136,1,47,2026-08-29
S010,SKU0137,418,35,2026-08-29
S010,SKU0138,483,42,2026-08-29
S010,SKU0139,487,95,2026-08-29
S010,SKU0140,301,48,2026-08-29
S010,SKU0141,224,9,2026-08-29
S010,SKU0142,169,2,2026-08-29
S010,SKU0143,462,88,2026-08-29
S010,SKU0144,23,55,2026-08-29
S010,SKU0145,221,85,2026-08-29
S010,SKU0146,199,54,2026-08-29
S010,SKU0147,137,11,2026-08-29
S010,SKU0148,37,1,2026-08-29
S010,SKU0149,463,82,2026-08-29
S010,SKU0150,201,47,2026-08-29
S010,SKU0151,153,11,2026-08-29
S010,SKU0152,362,11,2026-08-29
S010,SKU0153,360,28,2026-08-29
S010,SKU0154,144,0,2026-08-29
S010,SKU0155,413,57,2026-08-29
S010,SKU0156,277,41,2026-08-29
S010,SKU0157,51,51,2026-08-29
S010,SKU0158,314,75,2026-08-29
S010,SKU0159,137,98,2026-08-29
S010,SKU0160,316,60,2026-08-29
S010,SKU0161,21,66,2026-08-29
S010,SKU0162,314,1,2026-08-29
S010,SKU0163,188,98,2026-08-29
S010,SKU0164,287,97,2026-08-29
S010,SKU0165,99,55,2026-08-29
S010,SKU0166,214,70,2026-08-29
S010,SKU0167,103,37,2026-08-29
S010,SKU0168,283,18,2026-08-29
S010,SKU0169,193,68,2026-08-29
S010,SKU0170,371,72,2026-08-29
S010,SKU0171,289,79,2026-08-29
S010,SKU0172,207,20,2026-08-29
S010,SKU0173,198,77,2026-08-29
S010,SKU0174,235,100,2026-08-29
S010,SKU0175,7,67,2026-08-29
S010,SKU0176,119,69,2026-08-29
S010,SKU0177,221,71,2026-08-29
S010,SKU0178,284,66,2026-08-29
S010,SKU0179,459,81,2026-08-29
S010,SKU0180,289,15,2026-08-29
S010,SKU0181,241,67,2026-08-29
S010,SKU0182,349,84,2026-08-29
S010,SKU0183,328,62,2026-08-29
S010,SKU0184,400,78,2026-08-29
S010,SKU0185,37,46,2026-08-29
S010,SKU0186,15,47,2026-08-29
S010,SKU0187,411,75,2026-08-29
S010,SKU0188,219,23,2026-08-29
S010,SKU0189,185,58,2026-08-29
S010,SKU0190,432,9,2026-08-29
S010,SKU0191,291,58,2026-08-29
S010,SKU0192,459,48,2026-08-29
S010,SKU0193,11,88,2026-08-29
S010,SKU0194,304,30,2026-08-29
S010,SKU0195,64,2,2026-08-29
S010,SKU0196,482,11,2026-08-29
S010,SKU0197,67,55,2026-08-29
S010,SKU0198,451,89,2026-08-29
S010,SKU0199,391,45,2026-08-29
S010,SKU0200,232,80,2026-08-29
S011,SKU0001,267,73,2026-08-29
S011,SKU0002,286,23,2026-08-29
S011,SKU0003,194,1,2026-08-29
S011,SKU0004,154,10,2026-08-29
S011,SKU0005,283,0,2026-08-29
S011,SKU0006,389,73,2026-08-29
S011,SKU0007,188,17,2026-08-29
S011,SKU0008,481,9,2026-08-29
S011,SKU0009,401,59,2026-08-29
S011,SKU0010,184,42,2026-08-29
S011,SKU0011,261,40,2026-08-29
S011,SKU0012,497,15,2026-08-29
S011,SKU0013,235,62,2026-08-29
S011,SKU0014,233,37,2026-08-29
S011,SKU0015,361,11,2026-08-29
S011,SKU0016,343,95,2026-08-29
S011,SKU0017,70,62,2026-08-29
S011,SKU0018,151,49,2026-08-29
S011,SKU0019,308,23,2026-08-29
S011,SKU0020,401,9,2026-08-29
S011,SKU0021,49,69,2026-08-29
S011,SKU0022,344,82,2026-08-29
S011,SKU0023,282,18,2026-08-29
S011,SKU0024,143,11,2026-08-29
S011,SKU0025,311,91,2026-08-29
S011,SKU0026,303,51,2026-08-29
S011,SKU0027,481,17,2026-08-29
S011,SKU0028,223,34,2026-08-29
S011,SKU0029,90,20,2026-08-29
S011,SKU0030,72,77,2026-08-29
S011,SKU0031,482,61,2026-08-29
S011,SKU0032,171,65,2026-08-29
S011,SKU0033,300,9,2026-08-29
S011,SKU0034,230,6,2026-08-29
S011,SKU0035,415,90,2026-08-29
S011,SKU0036,451,33,2026-08-29
S011,SKU0037,369,93,2026-08-29
S011,SKU0038,187,34,2026-08-29
S011,SKU0039,469,16,2026-08-29
S011,SKU0040,53,70,2026-08-29
S011,SKU0041,177,87,2026-08-29
S011,SKU0042,150,47,2026-08-29
S011,SKU0043,248,5,2026-08-29
S011,SKU0044,163,55,2026-08-29
S011,SKU0045,399,64,2026-08-29
S011,SKU0046,64,0,2026-08-29
S011,SKU0047,432,73,2026-08-29
S011,SKU0048,72,16,2026-08-29
S011,SKU0049,432,46,2026-08-29
S011,SKU0050,254,0,2026-08-29
S011,SKU0051,363,73,2026-08-29
S011,SKU0052,9,93,2026-08-29
S011,SKU0053,25,8,2026-08-29
S011,SKU0054,323,51,2026-08-29
S011,SKU0055,112,90,2026-08-29
S011,SKU0056,460,43,2026-08-29
S011,SKU0057,209,35,2026-08-29
S011,SKU0058,486,6,2026-08-29
S011,SKU0059,235,21,2026-08-29
S011,SKU0060,108,17,2026-08-29
S011,SKU0061,142,60,2026-08-29
S011,SKU0062,90,64,2026-08-29
S011,SKU0063,83,71,2026-08-29
S011,SKU0064,312,41,2026-08-29
S011,SKU0065,454,92,2026-08-29
S011,SKU0066,453,100,2026-08-29
S011,SKU0067,143,0,2026-08-29
S011,SKU0068,29,11,2026-08-29
S011,SKU0069,248,66,2026-08-29
S011,SKU0070,333,66,2026-08-29
S011,SKU0071,93,20,2026-08-29
S011,SKU0072,352,33,2026-08-29
S011,SKU0073,367,57,2026-08-29
S011,SKU0074,123,11,2026-08-29
S011,SKU0075,69,53,2026-08-29
S011,SKU0076,37,49,2026-08-29
S011,SKU0077,482,69,2026-08-29
S011,SKU0078,473,98,2026-08-29
S011,SKU0079,191,0,2026-08-29
S011,SKU0080,246,8,2026-08-29
S011,SKU0081,30,100,2026-08-29
S011,SKU0082,179,71,2026-08-29
S011,SKU0083,328,89,2026-08-29
S011,SKU0084,385,7,2026-08-29
S011,SKU0085,46,14,2026-08-29
S011,SKU0086,294,47,2026-08-29
S011,SKU0087,499,0,2026-08-29
S011,SKU0088,312,22,2026-08-29
S011,SKU0089,432,59,2026-08-29
S011,SKU0090,453,13,2026-08-29
S011,SKU0091,417,84,2026-08-29
S011,SKU0092,44,40,2026-08-29
S011,SKU0093,95,54,2026-08-29
